source,target,weight
E_2_0,0_1903_1,16.658889770507812
E_5958_1,0_1903_1,8.01915454864502
E_2_0,0_2455_1,14.90190315246582
E_2_0,0_6959_1,3.9413492679595947
E_5958_1,0_6959_1,30.289453506469727
E_2_0,0_7344_1,12.454000473022461
E_5958_1,0_7344_1,5.126058101654053
E_2_0,0_8008_1,5.619929313659668
E_5958_1,0_8008_1,3.5270588397979736
E_2_0,0_10178_1,1.2521318197250366
E_5958_1,0_10178_1,8.63677978515625
E_2_0,0_10317_1,21.263444900512695
E_5958_1,0_10317_1,-6.080397605895996
E_24176_2,0_1178_2,11.511043548583984
E_24176_2,0_4805_2,14.013875961303711
E_2_0,0_6794_2,2.0155906677246094
E_24176_2,0_6794_2,15.844752311706543
E_24176_2,0_7000_2,12.778834342956543
E_24176_2,0_9189_2,24.480064392089844
E_24176_2,0_9813_2,14.678326606750488
E_24176_2,0_10422_2,16.31805992126465
E_24176_2,0_10425_2,13.206324577331543
E_5958_1,0_12083_2,1.4661738872528076
E_24176_2,0_12083_2,13.191526412963867
E_24176_2,0_12572_2,19.06826400756836
E_24176_2,0_14983_2,18.860702514648438
E_3407_3,0_377_3,13.609711647033691
E_3407_3,0_973_3,11.270298957824707
E_3407_3,0_1117_3,19.18189239501953
E_5958_1,0_2202_3,1.8367626667022705
E_24176_2,0_2202_3,2.667957305908203
E_3407_3,0_2202_3,11.014697074890137
E_3407_3,0_2799_3,14.773141860961914
E_3407_3,0_2983_3,13.652880668640137
E_3407_3,0_4337_3,15.184771537780762
E_3407_3,0_5963_3,24.80202865600586
E_3407_3,0_7731_3,13.687134742736816
E_3407_3,0_8697_3,10.26382064819336
E_3407_3,0_9063_3,13.591659545898438
E_3407_3,0_9868_3,12.74558162689209
E_5958_1,0_11427_3,2.1551859378814697
E_24176_2,0_11427_3,3.040417194366455
E_3407_3,0_11427_3,11.661697387695312
E_5958_1,0_11813_3,1.879379391670227
E_24176_2,0_11813_3,2.2597837448120117
E_3407_3,0_11813_3,9.78980541229248
E_3407_3,0_12141_3,9.901529312133789
E_5958_1,0_13208_3,2.0862877368927
E_24176_2,0_13208_3,3.029566764831543
E_3407_3,0_13208_3,5.654043197631836
E_3407_3,0_14315_3,14.788963317871094
E_5958_1,0_14356_3,2.570509433746338
E_24176_2,0_14356_3,2.570420503616333
E_3407_3,0_14356_3,8.356868743896484
E_3407_3,0_15731_3,13.824628829956055
E_736_4,0_7861_4,13.220185279846191
E_2_0,0_8178_4,4.302582263946533
E_3407_3,0_8178_4,1.6940977573394775
E_736_4,0_8178_4,11.973715782165527
E_2_0,0_9057_4,1.5922447443008423
E_736_4,0_9057_4,12.006573677062988
E_2_0,0_15252_4,3.0738844871520996
E_736_4,0_15252_4,35.013450622558594
E_13060_5,0_167_5,9.636466026306152
E_13060_5,0_1157_5,14.510904312133789
E_13060_5,0_1506_5,13.74685287475586
E_736_4,0_1847_5,-1.1541919708251953
E_13060_5,0_1847_5,5.929460048675537
E_13060_5,0_3019_5,10.43936538696289
E_13060_5,0_4505_5,11.150242805480957
E_736_4,0_4810_5,7.767151832580566
E_13060_5,0_4810_5,2.6032581329345703
E_5958_1,0_5425_5,1.6216830015182495
E_3407_3,0_5425_5,4.5846147537231445
E_13060_5,0_5425_5,4.568294525146484
E_13060_5,0_6925_5,17.487699508666992
E_2_0,0_7108_5,1.048735499382019
E_13060_5,0_7108_5,12.202692031860352
E_13060_5,0_7718_5,16.2501277923584
E_2_0,0_8211_5,0.7893472909927368
E_3407_3,0_8211_5,5.760223865509033
E_736_4,0_8211_5,0.7906907796859741
E_13060_5,0_8211_5,4.37741231918335
E_2_0,0_9026_5,-5.1988844871521
E_5958_1,0_9026_5,-2.9850223064422607
E_736_4,0_9026_5,2.01389217376709
E_13060_5,0_9026_5,16.198083877563477
E_2_0,0_9395_5,0.8183084726333618
E_13060_5,0_9395_5,11.275819778442383
E_2_0,0_9488_5,0.6998422145843506
E_3407_3,0_9488_5,0.5914026498794556
E_13060_5,0_9488_5,13.45036792755127
E_13060_5,0_10576_5,18.850976943969727
E_13060_5,0_11716_5,14.119083404541016
E_13060_5,0_14163_5,13.473001480102539
E_2_0,0_14826_5,1.0982153415679932
E_13060_5,0_14826_5,13.133907318115234
E_13060_5,0_16029_5,11.375663757324219
E_736_4,0_2858_6,1.7186284065246582
E_235292_6,0_2858_6,9.699409484863281
E_736_4,0_4531_6,1.9170664548873901
E_235292_6,0_4531_6,12.396476745605469
E_235292_6,0_16200_6,32.92271041870117
E_2_0,0_8722_7,1.278003215789795
E_714_7,0_8722_7,25.131603240966797
E_3413_8,0_71_8,14.54599666595459
E_714_7,0_4045_8,1.161750078201294
E_3413_8,0_4045_8,17.47816276550293
E_2_0,0_5206_8,1.048214316368103
E_3413_8,0_5206_8,11.322061538696289
E_2_0,0_5840_8,1.0715410709381104
E_3413_8,0_5840_8,12.181156158447266
E_2_0,0_7437_8,1.6677658557891846
E_714_7,0_7437_8,1.4562174081802368
E_3413_8,0_7437_8,13.115839958190918
E_3413_8,0_9651_8,9.609844207763672
E_2_0,0_16342_8,1.4218099117279053
E_714_7,0_16342_8,1.7454464435577393
E_3413_8,0_16342_8,14.690035820007324
E_2_0,0_1295_9,1.8924750089645386
E_3413_8,0_1295_9,2.5128822326660156
E_1570_9,0_1295_9,40.115867614746094
E_117335_10,0_7532_10,19.318819046020508
E_124840_11,0_9026_11,28.810535430908203
E_729_12,0_2458_12,38.93302917480469
E_7565_13,0_4180_13,13.794824600219727
E_7565_13,0_6902_13,11.710875511169434
E_7565_13,0_9039_13,16.48538589477539
E_729_12,0_10903_13,1.170432448387146
E_7565_13,0_10903_13,15.999201774597168
E_7565_13,0_10924_13,12.56910228729248
E_7565_13,0_11349_13,12.268182754516602
E_7565_13,0_11872_13,16.102453231811523
E_729_12,0_15736_13,1.6822739839553833
E_7565_13,0_15736_13,17.617273330688477
E_2_0,0_11375_14,2.9344260692596436
E_7565_13,0_11375_14,3.013388156890869
E_603_14,0_11375_14,32.28322219848633
E_603_14,0_5591_15,9.561155319213867
E_575_15,0_5591_15,7.264359474182129
E_2_0,0_8061_15,1.2928463220596313
E_575_15,0_8061_15,39.284141540527344
E_575_15,0_3820_16,-3.808411121368408
E_573_16,0_3820_16,35.82428741455078
E_575_15,0_8918_17,1.472246527671814
E_3170_17,0_8918_17,21.405467987060547
E_573_16,0_15423_17,9.399596214294434
E_3170_17,0_15423_17,8.761507987976074
E_576_18,0_2848_18,37.312747955322266
E_2_0,0_4736_19,2.4906246662139893
E_235286_19,0_4736_19,24.047212600708008
E_576_18,0_12765_19,2.247512102127075
E_235286_19,0_12765_19,14.965105056762695
E_235286_19,0_4786_20,-4.759479522705078
E_235254_20,0_4786_20,26.163042068481445
E_2_0,0_11780_20,-2.983233690261841
E_235286_19,0_11780_20,21.655405044555664
E_235254_20,0_11780_20,15.201948165893555
E_235286_21,0_11780_22,21.549562454223633
E_235254_22,0_11780_22,15.822834014892578
E_1261_23,0_8922_23,20.335010528564453
E_729_30,0_2458_30,38.97943878173828
E_7565_31,0_8061_32,1.1323519945144653
E_575_32,0_8061_32,39.35739517211914
E_2_0,0_2848_35,2.630842924118042
E_576_35,0_2848_35,37.01885986328125
E_11695_39,0_4935_39,26.055299758911133
E_2_0,0_3850_40,-5.4960856437683105
E_11695_39,0_3850_40,-1.9008376598358154
E_235269_40,0_3850_40,34.714866638183594
E_2_0,0_4870_40,-1.6395164728164673
E_235269_40,0_4870_40,31.106721878051758
E_2_0,0_15253_40,3.0799782276153564
E_235269_40,0_15253_40,10.09992790222168
E_7565_31,0_6143_41,1.0023986101150513
E_9713_38,0_6143_41,3.4417099952697754
E_11695_39,0_6143_41,6.249730587005615
E_235269_40,0_6143_41,6.638430595397949
E_6092_41,0_6143_41,7.087449073791504
E_2_0,0_3298_42,-7.458725452423096
E_235269_40,0_3298_42,-4.762887001037598
E_235269_42,0_3298_42,28.437789916992188
E_2_0,0_3850_42,-4.410720348358154
E_1261_23,0_3850_42,-0.5687443017959595
E_235269_40,0_3850_42,-0.9551453590393066
E_6092_41,0_3850_42,-2.000694990158081
E_235269_42,0_3850_42,36.29454803466797
E_2_0,0_4870_42,-1.6909862756729126
E_235269_40,0_4870_42,-3.1581637859344482
E_235269_42,0_4870_42,33.03653335571289
0_6959_1,1_5730_1,2.95361065864563
E_5958_1,1_5730_1,13.492202758789062
E_3407_3,1_15542_3,20.312347412109375
E_3407_3,1_7882_5,2.628962993621826
E_13060_5,1_7882_5,7.976930618286133
E_13060_5,1_10117_5,14.46310806274414
E_714_7,1_15085_8,-2.2665348052978516
E_3413_8,1_15085_8,25.567216873168945
0_1295_9,1_15499_9,-3.284942626953125
E_1570_9,1_15499_9,20.158222198486328
0_1295_9,1_16375_9,-2.645554542541504
E_1570_9,1_16375_9,22.31038475036621
E_2_0,1_15901_11,-1.0410557985305786
E_117335_10,1_15901_11,2.9381954669952393
E_124840_11,1_15901_11,4.459909915924072
E_7565_13,1_4686_13,16.09956169128418
0_8061_15,1_6333_15,-4.697124004364014
E_575_15,1_6333_15,18.703784942626953
E_3170_17,1_2344_17,23.981643676757812
E_3170_17,1_11039_17,18.57135772705078
E_3413_34,1_15085_34,25.226961135864258
E_235269_40,1_12303_41,-1.0615336894989014
E_6092_41,1_12303_41,15.422245025634766
0_6959_1,2_3629_1,3.816842794418335
E_2_0,2_3629_1,3.747392416000366
E_5958_1,2_3629_1,23.761871337890625
E_3407_3,2_1847_3,17.494709014892578
E_3407_3,2_5982_3,30.198055267333984
0_0_5,2_7564_5,-1.6610302925109863
E_13060_5,2_7564_5,22.478797912597656
E_3407_3,2_13365_5,1.954132318496704
E_13060_5,2_13365_5,10.575879096984863
E_3413_8,2_309_8,14.139906883239746
E_3413_8,2_16382_8,12.20086669921875
E_2_0,2_14297_9,2.281768560409546
E_1570_9,2_14297_9,22.334049224853516
E_7565_13,2_11770_13,24.77036476135254
0_8061_15,2_7676_15,-8.688783645629883
1_6333_15,2_7676_15,-2.637399673461914
E_575_15,2_7676_15,34.14474868774414
0_8061_15,2_12115_15,-3.17695689201355
E_7565_13,2_12115_15,-1.6032079458236694
E_575_15,2_12115_15,22.7003173828125
0_3820_16,2_4035_16,-4.440336227416992
E_575_15,2_4035_16,15.691784858703613
E_573_16,2_4035_16,23.141380310058594
E_3413_8,2_5684_17,1.6824045181274414
E_575_15,2_5684_17,1.8427261114120483
E_3170_17,2_5684_17,12.61227798461914
0_8061_15,2_12712_17,-1.5217278003692627
E_575_15,2_12712_17,10.382024765014648
E_3170_17,2_12712_17,3.27884578704834
1_2344_17,2_13756_17,-1.9003537893295288
E_573_16,2_13756_17,-2.3926916122436523
E_3170_17,2_13756_17,30.37715721130371
E_7565_31,2_11770_31,24.652183532714844
0_4935_39,2_9457_39,-2.1165144443511963
E_9713_38,2_9457_39,6.9348649978637695
E_11695_39,2_9457_39,14.744972229003906
0_4870_40,2_6797_41,-1.7906416654586792
0_6143_41,2_6797_41,2.4361917972564697
E_9713_38,2_6797_41,1.2877687215805054
E_11695_39,2_6797_41,1.0911954641342163
E_235269_40,2_6797_41,8.86920166015625
E_6092_41,2_6797_41,4.120702743530273
0_4870_40,2_12493_41,-1.165476679801941
0_6143_41,2_12493_41,3.28293776512146
E_2_0,2_12493_41,-3.2925593852996826
E_124840_29,2_12493_41,-0.7270696759223938
E_9713_38,2_12493_41,1.8613979816436768
E_11695_39,2_12493_41,1.83413565158844
E_235269_40,2_12493_41,6.715436935424805
E_6092_41,2_12493_41,13.562877655029297
E_3407_3,3_16048_3,25.154767990112305
E_736_4,3_2950_5,3.1682136058807373
E_13060_5,3_2950_5,8.773487091064453
E_13060_5,3_5276_5,15.972280502319336
E_13060_5,3_430_6,8.18836784362793
E_235292_6,3_430_6,7.79334831237793
E_13060_5,3_4285_6,7.1319451332092285
E_235292_6,3_4285_6,7.411834716796875
1_2344_17,3_14009_17,-1.5997015237808228
2_13756_17,3_14009_17,-1.798304557800293
E_573_16,3_14009_17,-1.4521677494049072
E_3170_17,3_14009_17,23.652095794677734
0_2848_35,3_13967_35,-2.934891700744629
1_15085_34,3_13967_35,-3.2344729900360107
E_3413_34,3_13967_35,21.118396759033203
E_576_35,3_13967_35,14.342268943786621
0_6143_41,3_4625_41,1.895513892173767
2_9457_39,3_4625_41,2.4408466815948486
2_6797_41,3_4625_41,2.565176010131836
2_12493_41,3_4625_41,2.618479013442993
E_2_0,3_4625_41,-1.739369511604309
E_9713_38,3_4625_41,1.4791287183761597
E_11695_39,3_4625_41,2.6514744758605957
E_235269_40,3_4625_41,3.873854160308838
E_6092_41,3_4625_41,5.146814823150635
0_6143_41,3_11116_41,2.2874410152435303
2_9457_39,3_11116_41,3.213069200515747
2_6797_41,3_11116_41,3.433063507080078
2_12493_41,3_11116_41,5.134029388427734
E_2_0,3_11116_41,-1.619124174118042
E_9713_38,3_11116_41,1.8304905891418457
E_11695_39,3_11116_41,2.8681461811065674
E_235269_40,3_11116_41,3.2726690769195557
E_6092_41,3_11116_41,6.79420280456543
2_12493_41,3_3783_42,4.974530220031738
E_6092_41,3_3783_42,6.4692912101745605
E_235269_42,3_3783_42,3.794487953186035
E_5958_1,4_4037_1,31.198102951049805
2_13365_5,4_10373_5,3.3448331356048584
E_13060_5,4_10373_5,18.043895721435547
0_3_9,4_4322_9,1.5526072978973389
E_714_7,4_4322_9,3.3185744285583496
E_3413_8,4_4322_9,1.7453343868255615
E_1570_9,4_4322_9,7.46879768371582
E_3413_8,4_7870_9,24.05967903137207
E_714_7,4_8047_9,6.319877624511719
E_3413_8,4_8047_9,2.958298444747925
E_1570_9,4_8047_9,4.143435955047607
E_1570_9,4_10_13,3.6972076892852783
E_7565_13,4_10_13,21.73921775817871
E_7565_13,4_15254_13,18.90731430053711
0_8918_17,4_6087_17,-1.1029043197631836
1_11039_17,4_6087_17,-1.7067179679870605
3_14009_17,4_6087_17,-3.266439914703369
0_0_17,4_6087_17,1.2595024108886719
0_1_17,4_6087_17,1.8157917261123657
E_714_7,4_6087_17,-0.9062598347663879
E_3413_8,4_6087_17,1.5350207090377808
E_1570_9,4_6087_17,1.461344599723816
E_7565_13,4_6087_17,0.9014469981193542
E_575_15,4_6087_17,1.318943977355957
E_3170_17,4_6087_17,22.486406326293945
E_575_15,4_11611_17,-1.7376971244812012
E_3170_17,4_11611_17,8.312689781188965
2_13756_17,4_13515_17,-2.5358288288116455
E_3170_17,4_13515_17,20.581785202026367
E_3170_17,4_6087_18,22.618179321289062
E_576_18,4_6087_18,3.4338676929473877
0_6143_41,4_7569_41,2.3770363330841064
2_9457_39,4_7569_41,1.191161036491394
2_6797_41,4_7569_41,1.3256280422210693
2_12493_41,4_7569_41,6.712913513183594
3_4625_41,4_7569_41,4.020359039306641
3_11116_41,4_7569_41,-2.020688772201538
E_235269_40,4_7569_41,6.722036361694336
E_6092_41,4_7569_41,5.128592014312744
2_12493_41,4_309_42,1.5902681350708008
3_3783_42,4_309_42,6.58649206161499
E_235269_40,4_309_42,4.668838977813721
0_3850_42,4_10658_42,-1.5083473920822144
0_4870_42,4_10658_42,-1.1415411233901978
3_3783_42,4_10658_42,2.6702656745910645
E_235269_42,4_10658_42,10.940750122070312
E_2_0,5_3992_1,21.697465896606445
E_3407_3,5_14118_5,16.21743392944336
E_13060_5,5_14118_5,3.4781839847564697
2_13756_17,5_9554_17,-1.6239559650421143
3_14009_17,5_9554_17,-1.3625175952911377
4_6087_17,5_9554_17,3.3133010864257812
0_4_17,5_9554_17,1.160979151725769
E_2_0,5_9554_17,2.0181729793548584
E_3170_17,5_9554_17,13.155291557312012
2_9457_39,5_8755_41,2.2731447219848633
2_12493_41,5_8755_41,3.2408297061920166
3_4625_41,5_8755_41,1.6368814706802368
E_2_0,5_8755_41,-5.293523788452148
E_235269_40,5_8755_41,6.7019944190979
E_6092_41,5_8755_41,3.8238000869750977
2_12493_41,6_1816_41,4.244156837463379
3_4625_41,6_1816_41,1.618347406387329
5_8755_41,6_1816_41,5.984813690185547
E_2_0,6_1816_41,-2.6320953369140625
E_6092_41,6_1816_41,11.068156242370605
3_4625_41,8_8118_41,-2.725515604019165
3_11116_41,8_8118_41,3.871222972869873
4_7569_41,8_8118_41,-2.0184967517852783
5_8755_41,8_8118_41,2.596524477005005
E_2_0,8_8118_41,-1.645848035812378
E_6092_41,8_8118_41,6.122929096221924
3_14009_17,9_11486_17,-1.9859983921051025
4_6087_17,9_11486_17,3.4655168056488037
5_9554_17,9_11486_17,-2.782256603240967
E_2_0,9_11486_17,-2.8365557193756104
E_7565_13,9_11486_17,2.327119827270508
E_3170_17,9_11486_17,12.482531547546387
3_11116_41,9_4420_41,1.3254776000976562
6_1816_41,9_4420_41,1.8319542407989502
0_8_41,9_4420_41,1.5345940589904785
E_6092_41,9_4420_41,5.3954057693481445
4_6087_17,10_8998_17,1.5154305696487427
9_11486_17,10_8998_17,1.9929537773132324
E_3170_17,10_8998_17,6.58923864364624
5_8755_41,10_151_41,3.482983350753784
3_14009_17,11_10348_17,-2.6527254581451416
4_6087_17,11_10348_17,2.7362844944000244
9_11486_17,11_10348_17,2.2512667179107666
10_8998_17,11_10348_17,2.177204132080078
0_10_17,11_10348_17,3.011934518814087
E_3170_17,11_10348_17,14.99427604675293
2_12493_41,11_854_41,1.738877296447754
3_11116_41,11_854_41,1.674638032913208
8_8118_41,11_854_41,2.384185552597046
9_4420_41,11_854_41,2.016265392303467
0_6_41,11_854_41,1.7668776512145996
0_10_41,11_854_41,1.6619348526000977
E_2_0,11_854_41,-6.716917037963867
E_6092_41,11_854_41,8.555182456970215
0_8061_15,14_3771_17,-3.97507381439209
E_575_15,14_3771_17,19.23465347290039
E_6092_41,14_2792_41,11.422115325927734
4_10658_42,14_10275_42,2.606415271759033
0_13_42,14_10275_42,2.6665000915527344
E_235269_42,14_10275_42,7.823939800262451
3_14009_17,15_10615_17,-1.9546767473220825
4_6087_17,15_10615_17,6.316235542297363
4_13515_17,15_10615_17,-1.4123497009277344
5_9554_17,15_10615_17,-2.2733657360076904
0_11_17,15_10615_17,1.4698810577392578
E_2_0,15_10615_17,1.5181009769439697
E_3413_8,15_10615_17,1.5360466241836548
E_3170_17,15_10615_17,23.565296173095703
2_12493_41,15_266_41,6.361906051635742
E_2_0,15_266_41,-3.7320566177368164
E_6092_41,15_266_41,22.987838745117188
2_12493_41,15_4421_41,8.669635772705078
4_7569_41,15_4421_41,5.445037841796875
5_8755_41,15_4421_41,3.752067804336548
6_1816_41,15_4421_41,3.513474941253662
11_854_41,15_4421_41,5.233336925506592
0_8_41,15_4421_41,-2.229807138442993
0_10_41,15_4421_41,-1.8509345054626465
0_12_41,15_4421_41,-3.073272228240967
E_2_0,15_4421_41,-2.6940762996673584
E_13060_5,15_4421_41,3.1816015243530273
E_575_15,15_4421_41,-1.8718229532241821
E_573_16,15_4421_41,-2.0820164680480957
E_729_30,15_4421_41,-2.648258686065674
E_3413_34,15_4421_41,3.2114973068237305
E_235286_36,15_4421_41,-2.26794695854187
E_235269_40,15_4421_41,2.2943499088287354
E_6092_41,15_4421_41,23.35940170288086
8_8118_41,15_6910_41,1.8155403137207031
10_151_41,15_6910_41,1.3901581764221191
11_854_41,15_6910_41,6.48087739944458
0_13_41,15_6910_41,3.9980947971343994
0_14_41,15_6910_41,-1.5732765197753906
E_6092_41,15_6910_41,5.137982368469238
0_4870_42,15_4421_42,3.5021934509277344
2_12493_41,15_4421_42,3.101653575897217
4_309_42,15_4421_42,3.7687973976135254
0_12_42,15_4421_42,-3.1848044395446777
0_14_42,15_4421_42,-3.660900115966797
E_13060_5,15_4421_42,3.8942136764526367
E_3413_34,15_4421_42,3.0653505325317383
E_235269_40,15_4421_42,3.357886552810669
E_6092_41,15_4421_42,5.823732852935791
E_235269_42,15_4421_42,-7.5897417068481445
11_854_41,16_10405_41,3.378323793411255
15_6910_41,16_10405_41,4.244855880737305
0_13_41,16_10405_41,3.2348599433898926
0_14_41,16_10405_41,-2.784118890762329
E_3170_17,16_10405_41,3.4385159015655518
4_6087_17,17_467_17,5.950466156005859
15_10615_17,17_467_17,7.579999923706055
0_16_17,17_467_17,-4.191504955291748
E_2_0,17_467_17,-6.602576732635498
E_3170_17,17_467_17,42.444190979003906
15_4421_41,17_16042_41,12.643387794494629
E_2_0,17_16042_41,8.871312141418457
3_4625_41,17_11998_42,-5.526586532592773
3_11116_41,17_11998_42,6.0488481521606445
15_4421_41,17_11998_42,-9.130668640136719
15_4421_42,17_11998_42,-10.905546188354492
0_13_42,17_11998_42,6.101978302001953
0_14_42,17_11998_42,-5.130928993225098
0_16_42,17_11998_42,9.313785552978516
E_235269_40,17_11998_42,6.711461067199707
E_6092_41,17_11998_42,6.336245536804199
0_8722_7,18_7550_41,-1.72530198097229
3_4625_41,18_7550_41,-2.22046160697937
3_11116_41,18_7550_41,2.091594934463501
5_8755_41,18_7550_41,2.395020008087158
8_8118_41,18_7550_41,1.9958016872406006
9_4420_41,18_7550_41,1.6977620124816895
11_854_41,18_7550_41,3.6631906032562256
15_266_41,18_7550_41,5.26038932800293
15_4421_41,18_7550_41,16.26833152770996
15_6910_41,18_7550_41,10.877062797546387
17_16042_41,18_7550_41,-2.886223077774048
0_11_41,18_7550_41,3.7383320331573486
0_12_41,18_7550_41,-3.5812289714813232
0_14_41,18_7550_41,-9.314245223999023
0_15_41,18_7550_41,5.938709735870361
0_16_41,18_7550_41,-3.1394152641296387
0_17_41,18_7550_41,5.328995227813721
E_2_0,18_7550_41,-8.156312942504883
E_5958_1,18_7550_41,8.022181510925293
E_24176_2,18_7550_41,-3.321742534637451
E_3407_3,18_7550_41,-3.087357997894287
E_13060_5,18_7550_41,-2.0737552642822266
E_714_7,18_7550_41,2.044947624206543
E_3413_8,18_7550_41,-5.0370988845825195
E_1570_9,18_7550_41,-1.6372441053390503
E_117335_10,18_7550_41,-2.451125144958496
E_124840_11,18_7550_41,1.7055364847183228
E_729_12,18_7550_41,1.7452120780944824
E_603_14,18_7550_41,-1.6998622417449951
